dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,postalCode,lastSeen
23/03/2016 19:57,Audi_A6_quattro_Allrad,private,offer,8500,control,station wagon,2005,automatic,224,a6,150000,12,diesel,audi,no,23/03/2016 0:00,23611,6/4/2016 1:45
6/3/2016 0:37,Volkswagen_Golf_Sportsvan_1.2_TSI_BMT_Trendl._viele_Extras,private,offer,15300,control,bus,2014,manual,86,golf,10000,7,petrol,volkswagen,no,6/3/2016 0:00,38442,5/4/2016 20:47
20/03/2016 19:56,Renault_Twingo_1.2_16V_Night_&_Day,private,offer,3496,test,small car,2009,manual,76,twingo,150000,2,petrol,renault,no,20/03/2016 0:00,63619,7/4/2016 4:17
10/3/2016 11:40,Fiat_Punto_1.2_SX,private,offer,1000,test,small car,2001,manual,60,punto,150000,4,petrol,fiat,no,10/3/2016 0:00,63911,7/4/2016 0:16
8/3/2016 13:45,Opel_Astra_1.6_Caravan,private,offer,1150,control,station wagon,2000,automatic,75,astra,150000,11,petrol,opel,no,8/3/2016 0:00,19258,9/3/2016 12:15
7/3/2016 19:41,Ford_Ka_8Fach_Klima_MP3,private,offer,700,control,small car,2006,manual,69,ka,80000,6,petrol,ford,no,7/3/2016 0:00,86825,10/3/2016 3:44
16/03/2016 14:59,Opel_Antara_2.0_CDTI_4x4,private,offer,8399,test,suv,2008,manual,126,antara,100000,12,diesel,opel,no,16/03/2016 0:00,45257,6/4/2016 14:47
12/3/2016 10:57,Fast_Oldtimer_Mercedes_230_E,private,offer,700,control,station wagon,1988,manual,132,e_klasse,150000,6,petrol,mercedes_benz,no,12/3/2016 0:00,39291,12/3/2016 10:57
8/3/2016 8:54,Subaru_Justy_1.3_4WD__TÃV_12/17__99.850_km__gepflegt_+_rostfrei,private,offer,1300,test,limousine,1996,manual,68,justy,100000,9,petrol,subaru,no,8/3/2016 0:00,59964,6/4/2016 3:16
30/03/2016 9:51,Skoda_Octavia_1.4_TSI_Elegance_+Sitzheizung+Alufelgen,private,offer,10500,control,limousine,2011,manual,122,octavia,60000,1,petrol,skoda,no,30/03/2016 0:00,60438,5/4/2016 1:45
30/03/2016 20:49,Hyundai_i20_1.2_Classic,private,offer,4800,control,small car,2010,manual,77,i_reihe,125000,7,petrol,hyundai,no,30/03/2016 0:00,94315,7/4/2016 13:18
21/03/2016 14:47,Ford_Fiesta_1.25_SYNC_/_WinterPaket_/3_Jahre_Garantie,private,offer,9999,control,small car,2014,manual,82,fiesta,5000,12,petrol,ford,no,21/03/2016 0:00,91583,21/03/2016 14:47
9/3/2016 17:57,Opel_Zafira_1.9_CDTI_Edition_Plus,private,offer,4250,test,bus,2006,manual,120,zafira,150000,3,diesel,opel,no,9/3/2016 0:00,68163,11/3/2016 14:16
28/03/2016 18:57,Ford_Mondeo_2.0_Turnier_TDDI,private,offer,600,control,station wagon,2001,manual,116,mondeo,150000,5,diesel,ford,yes,28/03/2016 0:00,66693,2/4/2016 23:50
11/3/2016 17:40,Mazda_Demio_1.5_Benzin,private,offer,999,control,small car,2002,manual,75,others,150000,4,petrol,mazda,no,11/3/2016 0:00,50389,21/03/2016 4:18
5/4/2016 15:06,Volkswagen_VW_1600_L__Typ_3_,private,offer,4700,test,limousine,1972,manual,45,others,125000,11,petrol,volkswagen,no,5/4/2016 0:00,60327,5/4/2016 15:06
19/03/2016 14:43,"Fiat_bravo_sport__""schwarz""",private,offer,0,test,small car,2001,manual,59,bravo,20000,6,,fiat,no,19/03/2016 0:00,6386,6/4/2016 21:18
27/03/2016 14:44,Opel_Vivaro_2.0_CDTI_L1H1,private,offer,15000,control,station wagon,2010,manual,114,vivaro,100000,8,diesel,opel,no,27/03/2016 0:00,54295,27/03/2016 14:44
26/03/2016 13:44,Volkswagen_T5_Caravelle_Automatik_in_Silber,private,offer,11500,control,bus,2006,automatic,174,transporter,150000,5,diesel,volkswagen,no,26/03/2016 0:00,31162,6/4/2016 1:16
12/3/2016 12:47,Mercedes_230E_W124_mit_Gasanlage,private,offer,1000,test,limousine,1990,automatic,133,e_klasse,150000,9,,mercedes_benz,,12/3/2016 0:00,55450,12/3/2016 12:47
26/03/2016 10:53,CitroÃ«n_Saxo_1.1_Ocean,private,offer,1000,test,small car,1999,manual,60,others,150000,7,petrol,citroen,no,26/03/2016 0:00,88457,5/4/2016 22:45
7/3/2016 21:55,Fiat_Punto,private,offer,350,control,small car,1994,manual,55,punto,125000,5,petrol,fiat,,7/3/2016 0:00,51674,24/03/2016 2:47
6/3/2016 0:32,Volkswagen_Golf_1.4_136.KM_Scheckheft_Euro4._8._Bereift,private,offer,2350,control,limousine,2002,manual,75,golf,150000,5,petrol,volkswagen,no,6/3/2016 0:00,56330,18/03/2016 0:45
29/03/2016 20:36,BMW_525d_Aut.,private,offer,7500,test,limousine,2005,automatic,177,5er,150000,2,diesel,bmw,no,29/03/2016 0:00,22419,31/03/2016 14:15
23/03/2016 19:52,Fiat_Stilo_Benzin_Tuev_2017_2006_Sehr_sauber,private,offer,2500,control,limousine,2006,manual,0,stilo,150000,6,petrol,fiat,yes,23/03/2016 0:00,39106,25/03/2016 4:46
10/3/2016 21:46,Ford_Capri_2_8i_injection,private,offer,1999,control,coupe,1981,manual,160,others,150000,0,petrol,ford,yes,10/3/2016 0:00,54552,20/03/2016 16:16
16/03/2016 19:42,Bmw_316i_compact,private,offer,650,test,,2016,manual,101,,150000,0,petrol,bmw,,16/03/2016 0:00,39249,17/03/2016 18:15
3/4/2016 21:52,BMW_118i_Cabrio,private,offer,18500,test,cabrio,2010,manual,143,1er,80000,8,petrol,bmw,no,3/4/2016 0:00,30167,5/4/2016 23:15
7/3/2016 9:55,"VW_Passat_CC_3.6_V6_4Motion_DSG_Inspektion_Neu_""M_Garantie""",private,offer,12500,control,coupe,2008,automatic,300,passat,150000,9,petrol,volkswagen,no,7/3/2016 0:00,61184,9/3/2016 22:16
19/03/2016 15:42,Opel_vectra_knapp_1_jahr_tuev,private,offer,750,control,,2016,,101,vectra,150000,12,,opel,,19/03/2016 0:00,50739,24/03/2016 10:16
19/03/2016 22:56,BMW_E46_320ci!,private,offer,3999,test,coupe,2001,automatic,170,3er,150000,0,petrol,bmw,yes,19/03/2016 0:00,83022,6/4/2016 0:15
19/03/2016 17:06,BMW_320d_DPF_super_gepflegt,private,offer,15999,control,limousine,2011,manual,184,3er,125000,11,diesel,bmw,no,19/03/2016 0:00,61169,6/4/2016 0:17
9/3/2016 18:39,Ford_Mondeo,private,offer,120,test,limousine,1993,manual,90,mondeo,100000,12,petrol,ford,no,9/3/2016 0:00,16909,12/3/2016 18:45
5/3/2016 14:53,Ford_FOCUS_TUNIER,private,offer,1600,control,station wagon,2003,manual,115,focus,150000,12,petrol,ford,no,5/3/2016 0:00,41179,5/3/2016 15:45
13/03/2016 22:47,Golf_2_TÃV_bis_01.17.,private,offer,800,control,,1995,,0,,150000,0,,volkswagen,,13/03/2016 0:00,23936,4/4/2016 17:44
27/03/2016 14:53,Mercedes_C180_zu_verkaufen,private,offer,950,control,limousine,1995,automatic,122,,150000,3,petrol,mercedes_benz,no,27/03/2016 0:00,49624,29/03/2016 3:47
20/03/2016 14:37,Ford_Lincoln_Towncar_Stretch_Limousine,private,offer,0,test,limousine,2000,,0,others,100000,0,petrol,ford,,20/03/2016 0:00,27327,24/03/2016 6:18
14/03/2016 22:48,BMW_320td_Compact_Navi_Prof_Xenon_Hifi_8_fach_bereift,private,offer,4750,control,,2003,,0,,150000,3,diesel,bmw,no,14/03/2016 0:00,70597,6/4/2016 20:45
29/03/2016 20:53,Volkswagen_Passat_Variant_1.4_TSI_Comfortline,private,offer,7400,test,station wagon,2009,manual,122,passat,125000,8,petrol,volkswagen,no,29/03/2016 0:00,7551,4/4/2016 6:46
17/03/2016 17:50,Opel_Meriva_1.4__KLIMA_SERVO_SCHECKHEFT_TOP_ZUSTAND__,private,offer,4450,control,bus,2006,manual,90,meriva,125000,8,petrol,opel,no,17/03/2016 0:00,45138,28/03/2016 21:46
14/03/2016 21:44,FIAT_Marea_Weekend_1.6_16_v___76Kw_/_103PS__,private,offer,1050,test,station wagon,2001,manual,103,others,150000,3,petrol,fiat,no,14/03/2016 0:00,13125,21/03/2016 15:15
30/03/2016 17:50,Volkswagen_Caddy_1.6_TDI__7_Si.__DSG_BMT_Maxi_Trendline,private,offer,19599,control,station wagon,2014,automatic,102,caddy,20000,10,diesel,volkswagen,no,30/03/2016 0:00,24963,3/4/2016 8:16
16/03/2016 0:59,Ford_Mondeo_2.0_Turnier_TDCI_Euro3__NAVI__Klimatronik,private,offer,1888,test,station wagon,2006,manual,90,mondeo,150000,7,diesel,ford,no,15/03/2016 0:00,90402,26/03/2016 13:17
12/3/2016 17:44,Audi__mit_TÃV_01/18,private,offer,1250,test,small car,1998,manual,125,a3,150000,3,petrol,audi,no,12/3/2016 0:00,72406,22/03/2016 2:47
22/03/2016 17:48,Audi_A4_Avant_2.0_TDI_DPF_Attraction_/_Xenon_/_AHK,private,offer,15990,control,station wagon,2010,manual,120,a4,80000,7,diesel,audi,yes,22/03/2016 0:00,94086,2/4/2016 11:44
14/03/2016 16:55,Golf_4_1_9_Tdi_Special,private,offer,2999,test,limousine,2002,manual,101,golf,150000,6,diesel,volkswagen,no,14/03/2016 0:00,32756,17/03/2016 5:44
15/03/2016 8:56,Optik_vorne_Facelift__gruene_Plakette_2_Vorbesitzer,private,offer,4500,test,limousine,2002,manual,150,e_klasse,150000,9,diesel,mercedes_benz,no,15/03/2016 0:00,31303,15/03/2016 9:42
23/03/2016 10:38,Audi_A4_Avant_1.8_T,private,offer,2200,control,station wagon,2000,manual,150,a4,150000,2,petrol,audi,no,23/03/2016 0:00,74196,23/03/2016 10:38
7/4/2016 13:36,Verkaufe_mazda_626_limusine,private,offer,400,control,,2000,manual,0,,150000,0,petrol,mazda,no,7/4/2016 0:00,26624,7/4/2016 13:36
19/03/2016 23:41,Audi_A3_Sportback_2l_Diesel,private,offer,7600,control,station wagon,2006,manual,140,a3,150000,9,,audi,no,19/03/2016 0:00,59939,27/03/2016 16:18
26/03/2016 21:50,Opel_Astra_1.4_ecoFLEX_150_Jahre_Opel,private,offer,9000,control,limousine,2012,manual,101,astra,40000,5,petrol,opel,no,26/03/2016 0:00,22848,30/03/2016 2:15
4/4/2016 17:54,VW_Lupo_101PS_Top_gepflegt_Tuning,private,offer,3149,test,small car,1999,manual,101,lupo,150000,3,petrol,volkswagen,,4/4/2016 0:00,92444,6/4/2016 19:48
5/4/2016 12:54,Fiat_500_1.2_Start&Stopp_S,private,offer,9750,test,small car,2014,manual,69,500,20000,6,petrol,fiat,no,5/4/2016 0:00,57258,5/4/2016 12:54
4/4/2016 9:57,Corsa_B_zum_Ausschlachten,private,offer,75,control,small car,1997,manual,45,corsa,150000,1,petrol,opel,no,4/4/2016 0:00,59077,4/4/2016 10:43
13/03/2016 14:48,Renault_Modus_1.2_16V_TCE_Dynamique,private,offer,3950,test,bus,2009,manual,125,modus,150000,9,petrol,renault,no,13/03/2016 0:00,24409,19/03/2016 12:44
28/03/2016 13:52,Opel_Corsa_1.0_12V,private,offer,1650,test,small car,2004,manual,60,corsa,150000,11,petrol,opel,no,28/03/2016 0:00,83022,6/4/2016 17:45
20/03/2016 14:45,Mercedes_Benz_C_180_T_BlueEFFICIENCY_Avantgarde,private,offer,17500,test,station wagon,2011,manual,156,c_klasse,70000,9,petrol,mercedes_benz,no,20/03/2016 0:00,71686,31/03/2016 22:17
29/03/2016 16:51,BMW_320i_Cabrio,private,offer,12999,control,cabrio,2008,manual,170,3er,150000,4,petrol,bmw,no,29/03/2016 0:00,51645,29/03/2016 16:51
18/03/2016 21:52,Ford_Transit_350_EL_TDCi_Lkw_Basis,private,offer,5600,control,bus,2008,manual,140,transit,125000,4,diesel,ford,no,18/03/2016 0:00,35447,18/03/2016 21:52
30/03/2016 12:46,Opel_Corsa_1_0_L_Eco,private,offer,850,control,small car,1999,manual,54,corsa,150000,3,,opel,no,30/03/2016 0:00,93158,5/4/2016 0:18
26/03/2016 20:47,Mercedes_Benz_C_200_Kompressor_Sportcoupe,private,offer,3000,control,coupe,2001,manual,163,c_klasse,150000,7,petrol,mercedes_benz,no,26/03/2016 0:00,10369,6/4/2016 11:17
26/03/2016 9:56,C200_Kompressor,private,offer,2500,control,coupe,2001,manual,163,,150000,0,petrol,mercedes_benz,yes,26/03/2016 0:00,33824,5/4/2016 20:44
4/4/2016 0:48,Audi_A6_Avant_2.0_TDI_DPF__LEDER/AHK/STANDHEIZUNG/XEN,private,offer,15555,test,station wagon,2009,manual,170,a6,150000,6,diesel,audi,no,3/4/2016 0:00,22926,6/4/2016 7:16
19/03/2016 10:37,Peugeot_207_CC_FAP_110__Blue_Lion_,private,offer,8290,test,cabrio,2008,manual,109,2_reihe,90000,5,diesel,peugeot,no,19/03/2016 0:00,60385,7/4/2016 0:46
22/03/2016 0:57,BMW_520i_LPG_Autogas_Marke_Vialle,private,offer,1300,control,limousine,1998,manual,150,5er,150000,1,petrol,bmw,no,21/03/2016 0:00,84416,5/4/2016 18:15
23/03/2016 21:49,BMW_318i_Xenon_Sitzheizung_Schiebedach_uvm.,private,offer,4800,test,limousine,2000,manual,116,3er,125000,3,petrol,bmw,no,23/03/2016 0:00,9385,6/4/2016 4:15
22/03/2016 23:45,Vw_Polo_GT_1.4_16V_101PS,private,offer,2000,test,small car,2004,manual,101,polo,150000,4,petrol,volkswagen,no,22/03/2016 0:00,19053,2/4/2016 20:15
18/03/2016 17:06,Ford_Focus_CC_Titanium,private,offer,8499,test,cabrio,2007,automatic,145,focus,125000,8,petrol,ford,no,18/03/2016 0:00,35510,20/03/2016 10:29
2/4/2016 20:57,Volkswagen_VW_up!_move_up!___Navi___Klima___5_Tuerer___TOP,private,offer,8800,test,small car,2013,manual,75,up,20000,6,petrol,volkswagen,no,2/4/2016 0:00,67593,4/4/2016 19:48
4/4/2016 20:38,Opel_Zafira_B_1.7_CDTI,private,offer,8500,control,station wagon,2010,manual,125,zafira,150000,12,diesel,opel,no,4/4/2016 0:00,49744,6/4/2016 22:46
21/03/2016 15:48,Renault_Megane_1.6_Coupe_Cabriolet_Authenique,private,offer,5750,control,cabrio,2007,manual,111,megane,50000,2,petrol,renault,no,21/03/2016 0:00,88450,21/03/2016 15:48
5/3/2016 15:41,Mercedes_Benz_C_270_T_CDI,private,offer,3400,control,station wagon,2003,automatic,170,c_klasse,150000,11,diesel,mercedes_benz,no,5/3/2016 0:00,40668,1/4/2016 9:17
1/4/2016 23:55,"Fiat_Doblo_Cargo_Maxi_Langversion_1.3_Multijet_SX_""1.HAND""_Diesel",private,offer,4750,control,others,2011,manual,90,doblo,150000,1,diesel,fiat,,1/4/2016 0:00,42277,6/4/2016 10:17
5/3/2016 14:50,BMW_520i_M_Paket_Original,private,offer,6300,control,limousine,2003,automatic,170,5er,150000,5,petrol,bmw,no,5/3/2016 0:00,25469,24/03/2016 17:46
22/03/2016 11:58,Opel_Astra_1.7_CDTI_DPF_ecoFLEX_150_Jahre_aAHK,private,offer,12700,control,limousine,2012,manual,131,astra,90000,3,diesel,opel,no,22/03/2016 0:00,63808,31/03/2016 8:15
23/03/2016 9:54,Mercedes_Benz_SLK_200,private,offer,4000,test,cabrio,1996,manual,136,slk,150000,4,petrol,mercedes_benz,no,23/03/2016 0:00,25788,7/4/2016 10:15
25/03/2016 8:51,Mercedes_Benz_SLK_200,private,offer,2900,test,cabrio,1999,manual,136,slk,150000,1,petrol,mercedes_benz,yes,25/03/2016 0:00,65199,28/03/2016 10:46
5/3/2016 14:27,Ford_Ka_1.3_Tuev/Au_02/2018,private,offer,999,test,small car,1998,manual,0,ka,150000,11,petrol,ford,no,5/3/2016 0:00,35440,9/3/2016 6:44
19/03/2016 18:53,Fiat_Panda_1.1,private,offer,2950,test,small car,2009,manual,54,panda,125000,4,petrol,fiat,no,19/03/2016 0:00,29378,1/4/2016 9:46
21/03/2016 18:36,Renault_Twingo_C06__TÃV_03/2018__TOP_gepflegter_Zustand,private,offer,1650,test,small car,1997,manual,54,twingo,100000,1,,renault,no,21/03/2016 0:00,57271,28/03/2016 15:18
24/03/2016 23:37,Hyundai_Coupe_2.0_GK_GLS,private,offer,1999,test,coupe,2002,manual,136,others,150000,10,petrol,hyundai,no,24/03/2016 0:00,99759,25/03/2016 7:45
27/03/2016 14:41,Audi_90_quattro__Hu/Au_bis_01.2018,private,offer,2888,control,limousine,1991,manual,136,90,150000,2,petrol,audi,no,27/03/2016 0:00,94481,7/4/2016 10:46
4/4/2016 14:42,Lupo_1_4_Liter,private,offer,1650,test,,2000,manual,0,lupo,150000,0,,volkswagen,,4/4/2016 0:00,39343,6/4/2016 15:46
23/03/2016 19:49,Kleinwagen_fuer_Anfaenger,private,offer,1100,control,small car,1999,manual,50,polo,150000,3,petrol,volkswagen,no,23/03/2016 0:00,59846,6/4/2016 8:17
24/03/2016 10:54,xsara_picasso_hu_11_16,private,offer,1300,test,limousine,2005,manual,109,others,150000,7,,citroen,yes,24/03/2016 0:00,99974,27/03/2016 7:47
4/4/2016 18:38,Audi_A3_Cabriolet_1.4_TFSI_S_line_Garantie_b._01.2018,private,offer,23600,test,cabrio,2013,manual,125,a3,20000,1,petrol,audi,no,4/4/2016 0:00,63128,6/4/2016 20:19
31/03/2016 21:53,Audi_A3_1.6_aus_2._Hand_und_Scheckheftgepflegt,private,offer,2990,test,small car,2003,manual,102,a3,150000,8,petrol,audi,no,31/03/2016 0:00,45307,6/4/2016 18:18
8/3/2016 21:36,Volkswagen_Passat_Variant_Comfortline/Bi_Xenon/170PS/ATM_95,private,offer,7500,control,station wagon,2007,manual,170,passat,150000,4,diesel,volkswagen,no,8/3/2016 0:00,98646,6/4/2016 1:17
29/03/2016 21:58,Volkswagen_Lupo_1.0_College_TÃV_bis_April_2017,private,offer,799,test,small car,2002,manual,50,lupo,150000,3,petrol,volkswagen,no,29/03/2016 0:00,44879,29/03/2016 22:46
26/03/2016 23:55,Renault_Modus_1.2_16V_Privilege,private,offer,2690,test,bus,2005,manual,75,modus,90000,3,petrol,renault,no,26/03/2016 0:00,22965,7/4/2016 4:16
7/3/2016 10:06,Volkswagen_Lupo_1.0,private,offer,600,test,small car,1999,manual,50,lupo,150000,3,petrol,volkswagen,no,7/3/2016 0:00,65549,11/3/2016 19:48
26/03/2016 8:57,Lada_Niva_1.7i,private,offer,4150,test,suv,2009,manual,82,niva,40000,7,petrol,lada,no,26/03/2016 0:00,96515,3/4/2016 20:44
31/03/2016 17:36,Volkswagen_Bora_1.6_Automatik_Comfortline,private,offer,2200,control,limousine,2000,automatic,101,bora,125000,9,petrol,volkswagen,no,31/03/2016 0:00,64401,31/03/2016 17:36
5/3/2016 18:53,Peugeot_Bipper_Tepee,private,offer,6200,test,bus,2012,,75,others,80000,11,diesel,peugeot,no,5/3/2016 0:00,33014,7/4/2016 3:46
26/03/2016 22:50,VW_Golf_GTI,private,offer,14699,test,limousine,2010,manual,211,golf,90000,10,petrol,volkswagen,no,26/03/2016 0:00,66763,6/4/2016 21:46
26/03/2016 0:36,Audi_A6_Avant_3.0_TDI_DPF_quattro_tiptronic,private,offer,11300,test,station wagon,2011,automatic,239,a6,150000,2,diesel,audi,no,25/03/2016 0:00,68161,26/03/2016 7:49
22/03/2016 14:37,Skoda_Fabia_Best_of__Sondermodell_,private,offer,11900,control,small car,2015,manual,69,fabia,30000,2,petrol,skoda,,22/03/2016 0:00,49124,6/4/2016 3:17
22/03/2016 16:46,Mitsubishi_mit_Anhaengerkupplung_voll_fahrbereit,private,offer,699,test,bus,1999,manual,110,others,150000,9,petrol,mitsubishi,no,22/03/2016 0:00,58300,6/4/2016 6:45
29/03/2016 15:46,Volkswagen_Golf_1.4_Edition,private,offer,3190,control,limousine,2000,manual,75,golf,80000,11,petrol,volkswagen,no,29/03/2016 0:00,23562,6/4/2016 1:17
16/03/2016 16:51,Fiat_Idea_1.3_Multijet_16V_Dynamic__Standort_40668,private,offer,2950,control,bus,2006,manual,90,others,150000,10,diesel,fiat,no,16/03/2016 0:00,40668,28/03/2016 16:44
30/03/2016 23:25,BMW_320,private,offer,14900,control,station wagon,2010,manual,170,3er,100000,3,petrol,bmw,no,30/03/2016 0:00,60325,5/4/2016 14:47
14/03/2016 15:57,Verkaufe_Golf4_Cabrio,private,offer,1999,control,cabrio,1998,manual,101,golf,150000,7,,volkswagen,no,14/03/2016 0:00,88515,3/4/2016 19:15
15/03/2016 20:44,Mitsubishi_Canter_Koffer_3500_Tonnen,private,offer,2700,test,others,1998,manual,94,others,150000,3,diesel,mitsubishi,,15/03/2016 0:00,1445,21/03/2016 22:15
4/4/2016 13:59,VW_Passat_3C_Diesel_Top_Ausstattung_/_Defekt____Reserviert_____,private,offer,3500,control,station wagon,2006,manual,140,passat,150000,3,diesel,volkswagen,yes,4/4/2016 0:00,14822,4/4/2016 13:59
25/03/2016 15:46,Volvo_C70_2.4T_Premium,private,offer,2800,test,coupe,2002,manual,193,c_reihe,150000,3,lpg,volvo,no,25/03/2016 0:00,76187,6/4/2016 19:17
15/03/2016 8:52,MINI_Cooper,private,offer,7450,test,small car,2006,manual,116,cooper,80000,4,petrol,mini,no,15/03/2016 0:00,71554,5/4/2016 17:46
5/4/2016 11:48,Opel_Vectra_B_mit_ahk,private,offer,650,test,limousine,2001,manual,116,vectra,150000,1,petrol,opel,,5/4/2016 0:00,97514,5/4/2016 11:48
22/03/2016 7:53,BMW_320d_E46_M_Paket._Tuev09/2016,private,offer,4000,control,limousine,2001,manual,136,3er,150000,8,diesel,bmw,no,22/03/2016 0:00,35279,5/4/2016 18:45
9/3/2016 10:49,Audi_100_Avant_S4,private,offer,3500,control,station wagon,1992,automatic,230,100,150000,7,petrol,audi,no,9/3/2016 0:00,66333,5/4/2016 15:16
18/03/2016 13:48,VW_Golf_4_1.4_Motorschaden,private,offer,450,control,small car,1997,manual,75,golf,150000,11,petrol,volkswagen,yes,18/03/2016 0:00,30179,23/03/2016 17:50
21/03/2016 14:45,Volkswagen_Polo_6N2,private,offer,1200,control,small car,1999,manual,50,polo,150000,12,petrol,volkswagen,no,21/03/2016 0:00,75365,6/4/2016 11:17
13/03/2016 15:41,Scnaeppchen,private,offer,5300,test,station wagon,2007,manual,125,c_max,125000,9,petrol,ford,,13/03/2016 0:00,31863,14/03/2016 15:46
22/03/2016 23:36,Ford_Fiesta_1.2_Automatik,private,offer,499,test,,2016,automatic,0,fiesta,125000,9,,ford,,22/03/2016 0:00,39112,24/03/2016 15:16
21/03/2016 9:37,Mercedes_Benz_E_Klasse_Coupe__250_cdi__Vollausstattung,private,offer,17999,control,coupe,2011,automatic,209,e_klasse,150000,9,diesel,mercedes_benz,no,21/03/2016 0:00,57462,4/4/2016 22:55
31/03/2016 5:03,Peugeot_206_cc_Cabrio_elektr._Verdeck_TÃV_2018__EZ_2004_127.000km,private,offer,3499,test,cabrio,2004,manual,109,2_reihe,150000,6,petrol,peugeot,,31/03/2016 0:00,38112,6/4/2016 1:16
25/03/2016 14:57,Skoda_Fabia_1.2_HTP,private,offer,4800,control,small car,2006,manual,64,fabia,50000,9,petrol,skoda,no,25/03/2016 0:00,68789,6/4/2016 19:16
24/03/2016 16:46,Volkswagen_Fox_1.2,private,offer,3333,control,small car,2008,manual,54,fox,100000,5,petrol,volkswagen,no,24/03/2016 0:00,63820,7/4/2016 9:15
18/03/2016 12:49,Ford_Giah_als_Bastelfahrzeug,private,offer,250,control,station wagon,1990,manual,120,,125000,3,petrol,ford,,18/03/2016 0:00,31061,18/03/2016 12:49
9/3/2016 17:52,Renault_Megan_Cabrio,private,offer,5600,test,,2017,manual,111,megane,80000,2,,renault,no,9/3/2016 0:00,88450,7/4/2016 10:44
20/03/2016 12:51,Fahrbereiter_VW_Polo_guenstig_abzugeben,private,offer,550,test,,2016,manual,50,polo,150000,4,petrol,volkswagen,yes,20/03/2016 0:00,24939,6/4/2016 12:46
5/3/2016 15:42,VW_POLPO_6n_*_FÃR_BASTLER*_GELEGENHEIT!!!!!!!!!!!!!!,private,offer,400,control,small car,1996,manual,60,polo,150000,11,petrol,volkswagen,no,5/3/2016 0:00,21218,10/3/2016 12:46
18/03/2016 8:51,Bastler_Fahrzeug_mitsubishi_carisma,private,offer,300,test,,2016,manual,0,carisma,150000,8,,mitsubishi,yes,18/03/2016 0:00,18435,5/4/2016 22:15
17/03/2016 23:42,Renault_Kangoo_Rapid_1.9_D_Extra_Eco_LKW__Zulassung,private,offer,650,control,bus,2001,manual,54,kangoo,150000,6,diesel,renault,no,17/03/2016 0:00,27374,5/4/2016 12:44
22/03/2016 13:46,VW_Vento_1.8,private,offer,999,control,limousine,1992,manual,75,others,70000,3,petrol,volkswagen,,22/03/2016 0:00,22846,31/03/2016 9:45
22/03/2016 13:52,Mercedes_Benz_A_170_CDi_/95PS/_HU_03/2017,private,offer,1500,control,limousine,2003,manual,95,a_klasse,150000,9,diesel,mercedes_benz,no,22/03/2016 0:00,92364,22/03/2016 14:43
11/3/2016 11:49,Audi_A3_1.6,private,offer,5400,control,limousine,2003,manual,102,a3,125000,9,petrol,audi,no,11/3/2016 0:00,54634,12/3/2016 0:47
20/03/2016 10:53,Hyundai_Terracan,private,offer,8500,control,,2016,automatic,0,,150000,0,diesel,hyundai,,20/03/2016 0:00,52134,6/4/2016 7:45
19/03/2016 19:41,Volkswagen_Golf_1.4_Trendline,private,offer,8690,control,limousine,2011,manual,80,golf,60000,1,petrol,volkswagen,no,19/03/2016 0:00,89079,29/03/2016 0:16
31/03/2016 15:45,BMW_220d_Cabrio_Aut.,private,offer,48500,control,cabrio,2015,automatic,190,others,20000,6,diesel,bmw,no,31/03/2016 0:00,49076,6/4/2016 8:44
31/03/2016 13:55,Renault_Twingo_1_2_Tuev/Au_01.2017,private,offer,649,control,small car,1996,manual,54,twingo,150000,10,petrol,renault,no,31/03/2016 0:00,45481,31/03/2016 14:43
27/03/2016 15:06,Audi_A6_1.8_T,private,offer,2000,test,limousine,1998,manual,150,a6,150000,7,petrol,audi,no,27/03/2016 0:00,55128,29/03/2016 1:29
29/03/2016 15:47,Ford_Galaxy_1_9_TDI_7_Sitzer_gruene_Plakette,private,offer,3450,control,bus,2002,manual,116,galaxy,150000,2,diesel,ford,no,29/03/2016 0:00,32049,2/4/2016 3:17
11/3/2016 19:52,BMW_318ti_compact,private,offer,5090,test,limousine,2002,manual,143,3er,125000,12,petrol,bmw,no,11/3/2016 0:00,58456,6/4/2016 1:17
12/3/2016 22:41,Volkswagen_Caddy_2.0_SDI,private,offer,4250,control,bus,2007,manual,69,caddy,150000,8,diesel,volkswagen,no,12/3/2016 0:00,46483,18/03/2016 2:17
19/03/2016 19:57,Mercedes_e220_cdi,private,offer,9000,control,station wagon,2006,automatic,170,e_klasse,150000,0,diesel,mercedes_benz,no,19/03/2016 0:00,28876,7/4/2016 8:44
1/4/2016 21:53,Audi_TT_Roadster_1.8_T,private,offer,7300,test,cabrio,2005,manual,179,tt,150000,4,petrol,audi,no,1/4/2016 0:00,54636,1/4/2016 22:44
27/03/2016 13:59,Opel_omega_2.0,private,offer,0,test,,1995,,0,omega,150000,0,,opel,,27/03/2016 0:00,63517,29/03/2016 2:46
28/03/2016 20:42,Opel_Astra_G_1.6,private,offer,400,control,,2016,manual,75,astra,150000,5,petrol,opel,,28/03/2016 0:00,96317,28/03/2016 20:42
12/3/2016 22:06,Opel_Corsa_City,private,offer,600,control,small car,1996,manual,45,corsa,150000,3,petrol,opel,no,12/3/2016 0:00,65462,13/03/2016 16:08
